order_item_id,order_id,product_id,quantity,unit_price
204,81,61,1,462.06
205,81,53,2,425.47
206,81,39,2,220.32
207,82,119,3,313.4
208,82,21,2,141.0
209,82,65,3,487.41
210,83,12,1,275.6
211,83,81,2,120.01
212,83,15,3,432.48
213,84,104,2,405.72
214,85,51,2,145.71
215,86,106,1,484.52
216,86,44,1,60.57
217,86,38,1,35.38
218,86,48,2,460.75
219,87,30,2,204.88
220,87,112,3,136.82
221,87,10,3,287.17
222,87,74,2,266.69
223,88,87,1,286.27
224,88,34,2,465.42
225,88,14,1,155.88
226,88,83,2,256.0
227,89,39,3,220.32
228,89,36,1,442.25
229,89,13,2,277.71
230,89,117,2,344.77
231,90,31,2,141.58
232,90,59,1,277.71
233,90,106,1,484.52
234,90,100,1,76.69
235,91,26,2,193.83
236,92,110,1,40.22
237,93,73,2,388.0
238,94,108,3,282.42
239,95,59,1,277.71
240,95,3,1,281.91
241,95,113,3,106.9
242,96,102,1,69.16
243,96,41,1,343.19
244,96,69,3,308.33
245,96,104,3,405.72
246,97,4,1,164.14
247,98,42,2,410.38
248,99,46,2,43.52
249,99,86,2,281.01
250,99,65,1,487.41
251,100,79,1,129.83
252,100,16,3,112.84
253,101,19,3,181.9
254,101,64,2,145.96
255,101,72,1,91.81
256,102,48,1,460.75
257,102,34,3,465.42
258,103,112,1,136.82
259,103,86,1,281.01
260,103,118,2,144.74
261,104,106,3,484.52
262,104,59,3,277.71
263,105,20,1,168.59
264,106,21,3,141.0
265,107,49,2,449.33
266,107,40,1,243.64
267,107,51,1,145.71
268,108,93,2,480.98
269,108,46,1,43.52
270,109,106,2,484.52
271,109,76,3,431.09
272,110,15,1,432.48
273,110,56,1,65.24
274,111,98,1,126.02
275,111,93,1,480.98
276,111,59,1,277.71
277,112,114,2,453.49
278,112,87,3,286.27
279,112,96,3,294.58
280,113,52,2,304.0
281,113,61,1,462.06
282,113,100,1,76.69
283,113,58,1,199.55
284,114,106,2,484.52
285,115,15,2,432.48
286,115,89,1,382.64
287,115,56,3,65.24
288,115,20,2,168.59
289,116,105,1,419.6
290,116,80,3,97.69
291,116,104,2,405.72
292,116,46,1,43.52
293,117,78,2,121.92
294,117,32,3,293.19
295,117,118,2,144.74
296,117,8,2,50.51
297,118,53,2,425.47
298,119,28,2,170.37
299,119,10,3,287.17
300,119,51,1,145.71
301,119,35,2,496.0
302,120,86,3,281.01
303,120,28,1,170.37
304,121,97,1,46.67
305,121,71,2,476.98
306,121,17,1,431.91
307,121,116,1,412.63
308,122,14,2,155.88
309,122,79,2,129.83
310,122,90,2,21.72
311,123,107,3,137.48
312,123,119,2,313.4
313,124,53,2,425.47
314,124,37,3,330.75
315,125,72,1,91.81
316,125,61,3,462.06
317,125,20,3,168.59
318,125,90,1,21.72
319,126,53,2,425.47
320,127,16,2,112.84
321,128,66,2,297.35
322,128,115,2,471.72
323,128,96,1,294.58
324,129,109,2,59.93
325,129,103,3,237.04
326,129,105,2,419.6
327,129,102,2,69.16
328,130,44,2,60.57
329,131,103,2,237.04
330,131,55,1,394.06
331,131,24,2,358.58
332,132,105,2,419.6
333,132,69,2,308.33
334,132,89,1,382.64
335,133,90,1,21.72
336,133,50,3,182.25
337,134,104,1,405.72
338,134,88,2,190.45
339,135,79,1,129.83
340,135,75,1,253.11
341,135,58,1,199.55
342,136,109,1,59.93
343,136,6,3,482.28
344,137,31,2,141.58
345,138,100,3,76.69
346,139,75,2,253.11
347,139,15,1,432.48
348,139,72,2,91.81
349,140,76,2,431.09
350,140,86,2,281.01
351,141,26,1,193.83
352,141,33,2,32.51
353,142,67,1,367.68
354,142,39,3,220.32
355,142,93,1,480.98
356,143,51,1,145.71
357,143,46,3,43.52
358,144,79,3,129.83
359,145,29,2,321.07
360,145,55,3,394.06
361,146,77,2,388.93
362,146,36,1,442.25
363,146,83,1,256.0
364,146,2,1,101.02
365,147,119,3,313.4
366,147,112,3,136.82
367,148,31,1,141.58
368,149,87,2,286.27
369,150,82,3,142.92
370,150,77,1,388.93
371,151,120,3,442.56
372,151,34,2,465.42
373,151,110,3,40.22
374,151,5,1,476.4
375,152,12,3,275.6
376,152,20,1,168.59
377,153,116,1,412.63
378,153,35,2,496.0
379,154,46,2,43.52
380,154,29,3,321.07
381,155,49,3,449.33
382,156,112,2,136.82
383,157,23,1,434.85
384,157,27,1,377.4
385,158,29,1,321.07
386,158,104,1,405.72
387,158,107,1,137.48
388,158,35,3,496.0
389,159,92,3,60.94
390,159,111,2,413.6
391,159,63,2,50.39
392,160,89,2,382.64
393,160,105,1,419.6
394,161,38,3,35.38
395,162,108,1,282.42
396,162,33,3,32.51
397,163,116,1,412.63
398,164,64,1,145.96
399,164,64,1,145.96
400,164,31,2,141.58
401,164,81,2,120.01
402,165,55,3,394.06
403,165,111,2,413.6
404,165,95,3,353.41
405,165,101,3,61.77
406,166,19,3,181.9
407,166,37,2,330.75
408,166,87,3,286.27
409,166,11,3,65.47
410,167,79,3,129.83
411,167,45,3,389.0
412,167,15,3,432.48
413,168,117,2,344.77
414,168,12,3,275.6
415,168,18,2,78.23
416,168,78,1,121.92
417,169,101,1,61.77
418,169,74,1,266.69
419,169,24,1,358.58
420,169,81,1,120.01
421,170,104,2,405.72
422,170,38,1,35.38
423,170,19,3,181.9
424,171,57,2,445.48
425,171,66,2,297.35
426,171,26,2,193.83
427,171,29,2,321.07
428,172,58,2,199.55
429,173,12,1,275.6
430,173,97,1,46.67
431,173,110,1,40.22
432,173,57,2,445.48
433,174,41,2,343.19
434,174,92,3,60.94
435,175,66,3,297.35
436,175,86,2,281.01
437,176,83,1,256.0
438,176,105,1,419.6
439,176,73,1,388.0
440,176,78,1,121.92
441,177,19,2,181.9
442,177,43,2,244.07
443,177,72,2,91.81
444,177,90,2,21.72
445,178,63,2,50.39
446,178,84,1,404.13
447,178,33,2,32.51
448,178,79,1,129.83
449,179,12,1,275.6
450,179,100,1,76.69
451,179,116,1,412.63
452,179,94,3,55.58
453,180,86,2,281.01
454,181,108,1,282.42
455,181,75,2,253.11
456,181,109,2,59.93
457,182,61,3,462.06
458,182,105,2,419.6
459,182,99,1,165.85
460,182,59,3,277.71
461,183,39,2,220.32
462,183,75,3,253.11
463,183,17,3,431.91
464,184,34,1,465.42
465,184,120,2,442.56
466,184,52,1,304.0
467,184,111,2,413.6
468,185,53,1,425.47
469,185,61,2,462.06
470,185,120,3,442.56
471,186,2,1,101.02
472,186,41,1,343.19
473,187,12,3,275.6
474,187,20,3,168.59
475,188,14,1,155.88
476,188,111,1,413.6
477,188,78,3,121.92
478,189,92,3,60.94
479,189,55,3,394.06
480,190,105,1,419.6
481,190,7,2,213.66
482,190,4,2,164.14
483,191,18,3,78.23
484,191,113,2,106.9
485,191,37,2,330.75
486,192,51,2,145.71
487,192,87,2,286.27
488,192,74,1,266.69
489,193,117,2,344.77
490,194,13,2,277.71
491,194,13,3,277.71
492,194,15,1,432.48
493,194,16,3,112.84
494,195,84,1,404.13
495,196,95,2,353.41
496,196,88,3,190.45
497,196,65,3,487.41
498,196,63,2,50.39
499,197,62,1,318.0
500,197,111,1,413.6
501,197,73,1,388.0
502,198,104,3,405.72
503,199,84,2,404.13
504,199,31,2,141.58
505,199,48,1,460.75
506,199,12,1,275.6
507,200,73,2,388.0
508,201,113,1,106.9
509,202,81,2,120.01
510,202,109,3,59.93
511,203,26,2,193.83
512,203,74,1,266.69
513,204,78,3,121.92
514,204,47,3,225.65
515,204,66,2,297.35
516,204,113,1,106.9
517,205,67,1,367.68
518,206,39,1,220.32
519,206,8,2,50.51
520,207,112,1,136.82
521,207,94,1,55.58
522,207,70,2,356.87
523,207,26,1,193.83
524,208,107,1,137.48
525,208,57,1,445.48
526,208,92,3,60.94
527,208,39,2,220.32
528,209,74,3,266.69
529,209,15,3,432.48
530,209,33,2,32.51
531,210,39,2,220.32
532,210,35,3,496.0
533,210,96,3,294.58
534,210,51,3,145.71
535,211,16,3,112.84
536,211,62,3,318.0
537,211,61,2,462.06
538,212,49,3,449.33
539,212,12,3,275.6
540,213,93,3,480.98
541,213,40,1,243.64
542,213,80,1,97.69
543,214,77,2,388.93
544,215,29,2,321.07
545,215,103,2,237.04
546,215,102,3,69.16
547,215,24,2,358.58
548,216,102,3,69.16
549,216,86,2,281.01
550,216,12,1,275.6
551,216,13,3,277.71
552,217,53,2,425.47
553,217,63,1,50.39
554,217,93,1,480.98
555,218,21,1,141.0
556,218,61,1,462.06
557,219,96,1,294.58
558,219,94,1,55.58
559,219,31,3,141.58
560,219,116,3,412.63
561,220,81,2,120.01
562,220,91,3,475.99
563,220,55,2,394.06
564,221,44,3,60.57
565,221,1,2,214.94
566,221,29,2,321.07
567,221,56,1,65.24
568,222,13,1,277.71
569,222,48,3,460.75
570,223,73,3,388.0
571,223,55,1,394.06
572,223,27,2,377.4
573,223,94,1,55.58
574,224,67,2,367.68
575,224,61,2,462.06
576,224,19,1,181.9
577,224,10,2,287.17
578,225,92,1,60.94
579,225,100,2,76.69
580,225,51,2,145.71
581,225,13,1,277.71
582,226,66,1,297.35
583,226,8,2,50.51
584,226,42,2,410.38
585,227,99,3,165.85
586,227,112,1,136.82
587,227,119,2,313.4
588,227,55,2,394.06
589,228,95,2,353.41
590,228,119,1,313.4
591,229,48,2,460.75
592,229,4,1,164.14
593,230,117,3,344.77
594,230,53,2,425.47
595,230,67,1,367.68
596,231,102,1,69.16
597,232,9,3,144.68
598,233,31,1,141.58
599,234,25,2,249.83
600,234,94,1,55.58
601,234,16,3,112.84
602,234,49,3,449.33
603,235,113,1,106.9
604,235,19,1,181.9
605,236,37,1,330.75
606,236,111,1,413.6
607,236,13,1,277.71
608,236,65,2,487.41
609,237,111,3,413.6
610,237,54,3,307.39
611,237,79,3,129.83
612,238,13,3,277.71
613,238,107,3,137.48
614,238,67,1,367.68
615,239,103,1,237.04
616,240,55,2,394.06
617,240,29,1,321.07
618,240,10,1,287.17
619,241,23,1,434.85
620,242,78,1,121.92
621,243,90,2,21.72
622,243,106,2,484.52
623,244,8,2,50.51
624,245,16,3,112.84
625,245,28,3,170.37
626,245,41,1,343.19
627,246,30,1,204.88
628,246,29,1,321.07
629,246,20,2,168.59
630,247,92,1,60.94
631,247,109,3,59.93
632,247,92,3,60.94
633,248,39,2,220.32
634,249,30,3,204.88
635,249,116,2,412.63
636,250,51,2,145.71
637,251,116,3,412.63
638,251,37,1,330.75
639,251,50,3,182.25
640,252,115,2,471.72
641,252,21,2,141.0
642,252,45,3,389.0
643,252,15,2,432.48
644,253,83,3,256.0
645,253,102,3,69.16
646,253,32,2,293.19
647,254,55,1,394.06
648,254,29,2,321.07
649,254,32,3,293.19
650,254,89,2,382.64
651,255,66,1,297.35
652,255,120,2,442.56
653,256,99,3,165.85
654,256,97,1,46.67
655,257,46,1,43.52
656,258,96,3,294.58
657,259,42,1,410.38
658,260,35,2,496.0
659,261,93,1,480.98
660,261,40,3,243.64
661,262,118,2,144.74
662,263,44,3,60.57
663,263,34,2,465.42
664,263,5,3,476.4
665,264,110,3,40.22
666,264,44,2,60.57
667,265,94,2,55.58
668,265,56,1,65.24
669,265,85,3,434.36
670,265,53,3,425.47
671,266,52,3,304.0
672,266,49,1,449.33
673,266,5,2,476.4
674,267,107,2,137.48
675,268,100,2,76.69
676,268,93,1,480.98
677,269,29,1,321.07
678,269,19,1,181.9
679,269,30,1,204.88
680,270,37,2,330.75
681,270,96,1,294.58
682,270,89,2,382.64
683,271,17,3,431.91
684,271,101,2,61.77
685,271,89,3,382.64
686,271,20,2,168.59
687,272,98,1,126.02
688,272,49,2,449.33
689,272,74,3,266.69
690,272,52,3,304.0
691,273,6,3,482.28
692,273,91,2,475.99
693,273,77,3,388.93
694,273,110,3,40.22
695,274,18,1,78.23
696,274,63,1,50.39
697,275,104,2,405.72
698,275,69,1,308.33
699,275,38,2,35.38
700,276,16,1,112.84
701,276,69,1,308.33
702,276,66,1,297.35
703,277,51,3,145.71
704,277,23,3,434.85
705,278,115,2,471.72
706,278,76,1,431.09
707,278,14,3,155.88
708,278,84,1,404.13
709,279,30,1,204.88
710,279,114,1,453.49
711,279,88,3,190.45
712,279,112,2,136.82
713,280,36,3,442.25
714,280,81,2,120.01
715,280,38,2,35.38
716,281,18,1,78.23
717,282,109,3,59.93
718,282,1,1,214.94
719,282,73,1,388.0
720,282,108,1,282.42
721,283,65,3,487.41
722,283,25,3,249.83
723,283,75,3,253.11
724,284,3,3,281.91
725,284,26,2,193.83
726,284,11,3,65.47
727,285,119,2,313.4
728,285,95,3,353.41
729,286,113,2,106.9
730,287,88,3,190.45
731,287,25,2,249.83
732,287,104,1,405.72
733,288,13,2,277.71
734,288,75,1,253.11
735,288,114,2,453.49
736,289,55,2,394.06
737,290,110,2,40.22
738,290,75,3,253.11
739,290,74,3,266.69
740,290,55,1,394.06
741,291,84,3,404.13
742,291,47,1,225.65
743,291,8,2,50.51
744,292,95,2,353.41
745,292,64,3,145.96
746,292,73,1,388.0
747,293,8,3,50.51
748,293,20,3,168.59
749,294,81,2,120.01
750,294,96,2,294.58
751,294,40,1,243.64
752,295,3,1,281.91
753,295,58,1,199.55
754,296,117,1,344.77
755,296,76,2,431.09
756,296,68,1,52.24
757,296,93,2,480.98
758,297,24,1,358.58
759,298,23,3,434.85
760,298,27,3,377.4
761,298,19,2,181.9
762,299,22,3,76.44
763,300,39,3,220.32
764,300,106,3,484.52
765,300,92,1,60.94
766,301,32,3,293.19
767,301,110,1,40.22
768,301,41,3,343.19
769,301,82,3,142.92
770,302,11,1,65.47
771,302,48,1,460.75
772,302,46,2,43.52
773,303,49,1,449.33
774,303,91,3,475.99
775,303,12,3,275.6
776,304,18,1,78.23
777,304,10,3,287.17
778,305,51,1,145.71
779,305,66,2,297.35
780,305,21,3,141.0
781,305,6,1,482.28
782,306,90,1,21.72
783,306,106,1,484.52
784,306,71,1,476.98
785,306,87,3,286.27
786,307,66,1,297.35
787,307,28,3,170.37
788,307,32,2,293.19
789,308,24,2,358.58
790,308,3,1,281.91
791,308,99,2,165.85
792,309,107,3,137.48
793,309,23,1,434.85
794,310,77,1,388.93
795,310,93,2,480.98
796,310,52,2,304.0
797,311,63,1,50.39
798,312,7,1,213.66
799,312,87,1,286.27
800,313,6,1,482.28
801,313,72,2,91.81
802,314,7,1,213.66
803,314,80,2,97.69
804,315,50,1,182.25
805,315,65,3,487.41
806,315,40,3,243.64
807,316,48,3,460.75
808,316,32,1,293.19
809,316,44,2,60.57
810,316,87,3,286.27
811,317,52,1,304.0
812,317,113,2,106.9
813,317,47,1,225.65
814,318,31,1,141.58
815,318,113,2,106.9
816,318,73,1,388.0
817,319,118,3,144.74
818,319,79,1,129.83
819,319,2,3,101.02
820,320,37,1,330.75
821,321,73,1,388.0
822,321,71,2,476.98
823,322,23,3,434.85
824,322,26,3,193.83
825,323,55,2,394.06
826,323,75,3,253.11
827,324,76,1,431.09
828,324,99,2,165.85
829,324,117,2,344.77
830,325,111,1,413.6
831,325,17,3,431.91
832,325,117,2,344.77
833,325,83,1,256.0
834,326,57,1,445.48
835,326,93,3,480.98
836,327,9,3,144.68
837,327,100,3,76.69
838,327,94,3,55.58
839,327,43,1,244.07
840,328,115,3,471.72
841,328,13,2,277.71
842,329,18,2,78.23
843,329,61,2,462.06
844,329,32,3,293.19
845,329,22,2,76.44
846,330,102,1,69.16
847,330,81,1,120.01
848,331,1,1,214.94
849,331,107,1,137.48
850,331,49,3,449.33
851,331,75,2,253.11
852,332,26,3,193.83
853,333,92,3,60.94
854,333,105,2,419.6
855,333,2,2,101.02
856,334,38,2,35.38
857,335,59,1,277.71
858,335,87,1,286.27
859,335,78,1,121.92
860,335,1,3,214.94
861,336,26,3,193.83
862,337,42,2,410.38
863,337,47,2,225.65
864,338,80,1,97.69
865,338,78,3,121.92
866,338,49,1,449.33
867,339,54,1,307.39
868,339,23,2,434.85
869,339,117,3,344.77
870,340,83,2,256.0
871,340,54,1,307.39
872,340,86,1,281.01
873,340,25,1,249.83
874,341,94,3,55.58
875,341,28,1,170.37
876,341,9,3,144.68
877,342,117,2,344.77
878,342,51,1,145.71
879,342,18,2,78.23
880,343,59,2,277.71
881,343,64,1,145.96
882,343,5,3,476.4
883,344,68,1,52.24
884,344,106,2,484.52
885,344,118,2,144.74
886,345,78,2,121.92
887,345,64,1,145.96
888,345,16,1,112.84
889,346,114,2,453.49
890,346,15,1,432.48
891,346,106,3,484.52
892,347,83,1,256.0
893,348,72,2,91.81
894,349,91,1,475.99
895,350,103,2,237.04
896,350,114,2,453.49
897,350,112,1,136.82
898,351,54,3,307.39
899,351,96,1,294.58
900,352,89,1,382.64
901,353,51,2,145.71
902,354,80,3,97.69
903,354,33,3,32.51
904,354,20,1,168.59
905,355,56,3,65.24
906,355,39,3,220.32
907,355,108,2,282.42
908,356,85,2,434.36
909,357,5,2,476.4
910,358,17,1,431.91
911,358,61,3,462.06
912,358,30,2,204.88
913,358,16,2,112.84
914,359,1,1,214.94
915,360,102,1,69.16
916,361,16,1,112.84
917,362,77,1,388.93
918,362,10,2,287.17
919,362,120,2,442.56
920,362,39,2,220.32
921,363,47,2,225.65
922,364,82,3,142.92
923,364,94,3,55.58
924,365,66,1,297.35
925,365,5,2,476.4
926,366,44,1,60.57
927,366,35,3,496.0
928,367,9,3,144.68
929,368,99,2,165.85
930,369,38,3,35.38
931,369,64,3,145.96
932,370,63,1,50.39
933,370,74,3,266.69
934,371,54,2,307.39
935,371,91,1,475.99
936,372,36,3,442.25
937,372,81,3,120.01
938,372,118,1,144.74
939,373,17,3,431.91
940,373,37,1,330.75
941,373,111,1,413.6
942,373,50,2,182.25
943,374,51,3,145.71
944,374,75,3,253.11
945,375,54,1,307.39
946,375,49,3,449.33
947,375,52,2,304.0
948,375,50,2,182.25
949,376,69,2,308.33
950,376,25,3,249.83
951,377,114,3,453.49
952,377,73,2,388.0
953,377,3,2,281.91
954,377,60,1,297.81
955,378,26,3,193.83
956,379,30,2,204.88
957,379,28,3,170.37
958,379,98,3,126.02
959,379,86,2,281.01
960,380,18,1,78.23
961,381,63,3,50.39
962,381,44,1,60.57
963,381,37,3,330.75
964,381,82,2,142.92
965,382,51,3,145.71
966,382,52,1,304.0
967,383,7,3,213.66
968,384,118,1,144.74
969,384,17,3,431.91
970,385,83,1,256.0
971,386,14,3,155.88
972,386,113,1,106.9
973,387,43,3,244.07
974,388,25,1,249.83
975,388,113,1,106.9
976,388,116,2,412.63
977,388,1,1,214.94
978,389,101,3,61.77
979,390,51,3,145.71
980,390,93,1,480.98
981,391,90,2,21.72
982,392,47,2,225.65
983,393,69,2,308.33
984,393,31,1,141.58
985,394,63,3,50.39
986,394,4,3,164.14
987,395,66,2,297.35
988,396,103,2,237.04
989,396,108,2,282.42
990,396,84,3,404.13
991,397,50,2,182.25
992,397,60,3,297.81
993,397,5,1,476.4
994,398,53,1,425.47
995,398,105,2,419.6
996,399,24,1,358.58
997,399,49,3,449.33
998,399,90,3,21.72
999,400,51,2,145.71
1000,400,21,2,141.0
1001,401,18,2,78.23
1002,401,10,1,287.17
1003,401,106,2,484.52
1004,402,55,2,394.06
1005,403,30,1,204.88
1006,403,21,1,141.0
1007,403,10,1,287.17
1008,403,79,3,129.83
1009,404,63,3,50.39
1010,404,16,2,112.84
1011,404,61,1,462.06
1012,404,108,2,282.42
1013,405,19,2,181.9
1014,406,71,2,476.98
1015,406,113,2,106.9
1016,407,110,2,40.22
1017,407,34,1,465.42
1018,408,83,3,256.0
1019,408,110,1,40.22
1020,408,43,3,244.07
1021,408,9,2,144.68
1022,409,46,2,43.52
1023,409,33,3,32.51
1024,409,77,1,388.93
1025,410,90,1,21.72
1026,410,87,3,286.27
1027,410,22,2,76.44
1028,410,74,2,266.69
1029,411,4,2,164.14
1030,411,117,1,344.77
1031,411,77,2,388.93
1032,411,84,1,404.13
1033,412,86,1,281.01
1034,412,35,1,496.0
1035,412,44,1,60.57
1036,412,68,3,52.24
1037,413,70,2,356.87
1038,413,107,1,137.48
1039,413,29,3,321.07
1040,413,118,3,144.74
1041,414,72,1,91.81
1042,414,14,2,155.88
1043,415,13,3,277.71
1044,415,118,2,144.74
1045,415,39,3,220.32
1046,416,23,2,434.85
1047,417,95,3,353.41
1048,417,48,2,460.75
1049,417,103,1,237.04
1050,418,59,3,277.71
1051,419,72,1,91.81
1052,420,80,2,97.69
1053,420,68,1,52.24
1054,420,99,3,165.85
1055,421,119,3,313.4
1056,421,4,2,164.14
1057,422,60,1,297.81
1058,423,50,2,182.25
1059,424,111,3,413.6
1060,424,57,2,445.48
1061,424,3,1,281.91
1062,424,48,2,460.75
1063,425,1,1,214.94
1064,425,26,1,193.83
1065,426,27,3,377.4
1066,426,46,2,43.52
1067,426,5,2,476.4
1068,427,16,3,112.84
1069,427,60,1,297.81
1070,427,80,3,97.69
1071,428,36,3,442.25
1072,428,13,3,277.71
1073,428,35,3,496.0
1074,428,64,3,145.96
1075,429,91,1,475.99
1076,429,72,2,91.81
1077,429,67,2,367.68
1078,430,57,1,445.48
1079,430,2,2,101.02
1080,431,3,2,281.91
1081,432,40,2,243.64
1082,432,70,1,356.87
1083,432,70,3,356.87
1084,433,7,2,213.66
1085,433,15,1,432.48
1086,433,42,2,410.38
1087,434,2,3,101.02
1088,435,68,1,52.24
1089,436,39,1,220.32
1090,436,28,2,170.37
1091,437,107,1,137.48
1092,438,22,2,76.44
1093,438,97,3,46.67
1094,438,32,3,293.19
1095,438,87,1,286.27
1096,439,65,3,487.41
1097,440,58,3,199.55
1098,440,78,1,121.92
1099,440,88,1,190.45
1100,440,11,3,65.47
1101,441,88,1,190.45
1102,441,13,2,277.71
1103,442,4,1,164.14
1104,443,4,1,164.14
1105,443,40,3,243.64
1106,443,4,2,164.14
1107,444,102,2,69.16
1108,445,66,1,297.35
1109,445,94,1,55.58
1110,445,103,2,237.04
1111,445,22,1,76.44
1112,446,101,1,61.77
1113,447,12,3,275.6
1114,447,82,3,142.92
1115,447,58,3,199.55
1116,448,48,1,460.75
1117,448,91,2,475.99
1118,449,91,3,475.99
1119,449,64,1,145.96
1120,449,40,3,243.64
1121,450,45,2,389.0
1122,451,35,2,496.0
1123,451,6,2,482.28
1124,452,43,1,244.07
1125,453,8,3,50.51
1126,453,66,2,297.35
1127,454,78,2,121.92
1128,455,55,2,394.06
1129,455,82,2,142.92
1130,455,38,3,35.38
1131,456,20,1,168.59
1132,456,82,3,142.92
1133,457,32,3,293.19
1134,458,45,3,389.0
1135,459,32,1,293.19
1136,459,21,1,141.0
1137,459,106,1,484.52
1138,460,22,3,76.44
1139,460,94,1,55.58
1140,461,29,1,321.07
1141,461,29,1,321.07
1142,462,7,1,213.66
1143,462,116,2,412.63
1144,463,86,1,281.01
1145,463,36,3,442.25
1146,463,39,2,220.32
1147,463,46,1,43.52
1148,464,86,1,281.01
1149,464,96,1,294.58
1150,465,114,2,453.49
